qualify_id,race_id,driver_id,constructor_id,number,position,qual_round,qual_time
1,18,1,1,22,1,1,86.572
2,18,1,1,22,1,2,85.187
3,18,1,1,22,1,3,86.714
4,18,9,2,4,2,1,86.10300000000001
5,18,9,2,4,2,2,85.315
6,18,9,2,4,2,3,86.869
7,18,5,1,23,3,1,85.664
8,18,5,1,23,3,2,85.452
9,18,5,1,23,3,3,87.07900000000001
10,18,13,6,2,4,1,85.994
11,18,13,6,2,4,2,85.691
12,18,13,6,2,4,3,87.178
13,18,2,2,3,5,1,85.96000000000001
14,18,2,2,3,5,2,85.518
15,18,2,2,3,5,3,87.236
16,18,15,7,11,6,1,86.42699999999999
17,18,15,7,11,6,2,86.101
18,18,15,7,11,6,3,88.527
19,18,3,3,7,7,1,86.295
20,18,3,3,7,7,2,86.059
21,18,3,3,7,7,3,88.687
22,18,14,9,9,8,1,86.381
23,18,14,9,9,8,2,86.063
24,18,14,9,9,8,3,89.041
25,18,10,7,12,9,1,86.919
26,18,10,7,12,9,2,86.164
27,18,10,7,12,9,3,89.593
28,18,20,5,15,10,1,86.702
29,18,20,5,15,10,2,85.842
30,18,22,11,17,11,1,86.369
31,18,22,11,17,11,2,86.173
32,18,4,4,5,12,1,86.907
33,18,4,4,5,12,2,86.188
34,18,18,11,16,13,1,86.712
35,18,18,11,16,13,2,86.259
36,18,6,3,8,14,1,86.891
37,18,6,3,8,14,2,86.413
38,18,17,9,10,15,1,86.914
39,18,8,6,1,16,1,86.14
40,18,21,10,21,17,1,87.207
41,18,7,5,14,18,1,87.446
42,18,16,10,20,19,1,87.85900000000001
43,18,11,8,18,20,1,88.208
44,18,12,4,6,21,1,88.33
45,18,19,8,19,22,1,89.059
46,19,13,6,2,1,1,95.34700000000001
47,19,13,6,2,1,2,94.412
48,19,13,6,2,1,3,95.74799999999999
49,19,8,6,1,2,1,95.64500000000001
50,19,8,6,1,2,2,94.188
51,19,8,6,1,2,3,96.22999999999999
52,19,5,1,23,3,1,95.227
53,19,5,1,23,3,2,94.759
54,19,5,1,23,3,3,96.613
55,19,1,1,22,4,1,95.392
56,19,1,1,22,4,2,94.62700000000001
57,19,1,1,22,4,3,96.709
58,19,15,7,11,5,1,95.205
59,19,15,7,11,5,2,94.96000000000001
60,19,15,7,11,5,3,96.711
61,19,9,2,4,6,1,95.794
62,19,9,2,4,6,2,94.811
63,19,9,2,4,6,3,96.727
64,19,2,2,3,7,1,95.729
65,19,2,2,3,7,2,94.648
66,19,2,2,3,7,3,96.753
67,19,17,9,10,8,1,95.44
68,19,17,9,10,8,2,94.967
69,19,17,9,10,8,3,97.009
70,19,4,4,5,9,1,95.983
71,19,4,4,5,9,2,95.14
72,19,4,4,5,9,3,98.45
73,19,10,7,12,10,1,95.89099999999999
74,19,10,7,12,10,2,95
75,19,10,7,12,10,3,99.656
76,19,18,11,16,11,1,95.84700000000001
77,19,18,11,16,11,2,95.208
78,19,14,9,9,12,1,96.05799999999999
79,19,14,9,9,12,2,95.408
80,19,12,4,6,13,1,96.074
81,19,12,4,6,13,2,95.562
82,19,22,11,17,14,1,96.19800000000001
83,19,22,11,17,14,2,95.622
84,19,20,5,15,15,1,96.11099999999999
85,19,20,5,15,15,2,95.648
86,19,3,3,7,16,1,95.843
87,19,3,3,7,16,2,95.67
88,19,21,10,21,17,1,96.24000000000001
89,19,6,3,8,18,1,96.388
90,19,7,5,14,19,1,96.67699999999999
91,19,11,8,18,20,1,97.087
92,19,16,10,20,21,1,97.101
93,19,19,8,19,22,1,97.481
94,20,9,2,4,1,1,92.893
95,20,9,2,4,1,2,91.745
96,20,9,2,4,1,3,93.096
97,20,13,6,2,2,1,91.937
98,20,13,6,2,2,2,91.188
99,20,13,6,2,2,3,93.12299999999999
100,20,1,1,22,3,1,92.75
101,20,1,1,22,3,2,91.922
102,20,1,1,22,3,3,93.292
103,20,8,6,1,4,1,92.652
104,20,8,6,1,4,2,91.93299999999999
105,20,8,6,1,4,3,93.418
106,20,5,1,23,5,1,93.057
107,20,5,1,23,5,2,91.718
108,20,5,1,23,5,3,93.488
109,20,2,2,3,6,1,93.137
110,20,2,2,3,6,2,91.90899999999999
111,20,2,2,3,6,3,93.737
112,20,15,7,11,7,1,92.493
113,20,15,7,11,7,2,92.15899999999999
114,20,15,7,11,7,3,93.994
115,20,3,3,7,8,1,92.90299999999999
116,20,3,3,7,8,2,92.185
117,20,3,3,7,8,3,94.015
118,20,18,11,16,9,1,92.793
119,20,18,11,16,9,2,92.362
120,20,18,11,16,9,3,95.057
121,20,4,4,5,10,1,92.947
122,20,4,4,5,10,2,92.345
123,20,4,4,5,10,3,95.11500000000001
124,20,17,9,10,11,1,93.194
125,20,17,9,10,11,2,92.37100000000001
126,20,22,11,17,12,1,92.944
127,20,22,11,17,12,2,92.50800000000001
128,20,10,7,12,13,1,92.8
129,20,10,7,12,13,2,92.52799999999999
130,20,12,4,6,14,1,92.975
131,20,12,4,6,14,2,92.78999999999999
132,20,7,5,14,15,1,93.41499999999999
133,20,7,5,14,15,2,92.91499999999999
134,20,6,3,8,16,1,93.386
135,20,6,3,8,16,2,92.943
136,20,14,9,9,17,1,93.43299999999999
137,20,21,10,21,18,1,93.501
138,20,20,5,15,19,1,93.562
139,20,16,10,20,20,1,93.845
140,20,19,8,19,21,1,94.14
141,20,11,8,18,22,1,95.725
142,21,8,6,1,1,1,80.701
143,21,8,6,1,1,2,80.78399999999999
144,21,8,6,1,1,3,81.813
145,21,4,4,5,2,1,81.34700000000001
146,21,4,4,5,2,2,80.804
147,21,4,4,5,2,3,81.904
148,21,13,6,2,3,1,81.52799999999999
149,21,13,6,2,3,2,80.584
150,21,13,6,2,3,3,82.05799999999999
151,21,9,2,4,4,1,81.423
152,21,9,2,4,4,2,80.59700000000001
153,21,9,2,4,4,3,82.065
154,21,1,1,22,5,1,81.366
155,21,1,1,22,5,2,80.825
156,21,1,1,22,5,3,82.096
157,21,5,1,23,6,1,81.43
158,21,5,1,23,6,2,80.81700000000001
159,21,5,1,23,6,3,82.231
160,21,17,9,10,7,1,81.494
161,21,17,9,10,7,2,80.98400000000001
162,21,17,9,10,7,3,82.429
163,21,15,7,11,8,1,81.158
164,21,15,7,11,8,2,80.907
165,21,15,7,11,8,3,82.529
166,21,2,2,3,9,1,81.46600000000001
167,21,2,2,3,9,2,80.815
168,21,2,2,3,9,3,82.542
169,21,12,4,6,10,1,81.40899999999999
170,21,12,4,6,10,2,80.894
171,21,12,4,6,10,3,82.699
172,21,22,11,17,11,1,81.548
173,21,22,11,17,11,2,81.049
174,21,6,3,8,12,1,81.69
175,21,6,3,8,12,2,81.117
176,21,18,11,16,13,1,81.757
177,21,18,11,16,13,2,81.211
178,21,10,7,12,14,1,81.42699999999999
179,21,10,7,12,14,2,81.23
180,21,3,3,7,15,1,81.47200000000001
181,21,3,3,7,15,2,81.349
182,21,7,5,14,16,1,81.53999999999999
183,21,7,5,14,16,2,81.724
184,21,14,9,9,17,1,81.81
185,21,20,5,15,18,1,82.108
186,21,21,10,21,19,1,82.51599999999999
187,21,16,10,20,20,1,83.224
188,21,19,8,19,21,1,83.318
189,21,11,8,18,22,1,83.496
190,22,13,6,2,1,1,85.994
191,22,13,6,2,1,2,86.19200000000001
192,22,13,6,2,1,3,87.617
193,22,5,1,23,2,1,86.736
194,22,5,1,23,2,2,86.28999999999999
195,22,5,1,23,2,3,87.80799999999999
196,22,1,1,22,3,1,86.19200000000001
197,22,1,1,22,3,2,86.477
198,22,1,1,22,3,3,87.923
199,22,8,6,1,4,1,86.457
200,22,8,6,1,4,2,86.05
201,22,8,6,1,4,3,87.936
202,22,9,2,4,5,1,86.761
203,22,9,2,4,5,2,86.129
204,22,9,2,4,5,3,88.39
205,22,17,9,10,6,1,86.773
206,22,17,9,10,6,2,86.46600000000001
207,22,17,9,10,6,3,88.417
208,22,4,4,5,7,1,86.836
209,22,4,4,5,7,2,86.52199999999999
210,22,4,4,5,7,3,88.422
211,22,15,7,11,8,1,86.695
212,22,15,7,11,8,2,86.822
213,22,15,7,11,8,3,88.836
214,22,2,2,3,9,1,87.107
215,22,2,2,3,9,2,87.607
216,22,2,2,3,9,3,88.882
217,22,14,9,9,10,1,86.939
218,22,14,9,9,10,2,86.52
219,22,14,9,9,10,3,89.959
220,22,3,3,7,11,1,87.367
221,22,3,3,7,11,2,87.012
222,22,22,11,17,12,1,87.355
223,22,22,11,17,12,2,87.219
224,22,18,11,16,13,1,87.428
225,22,18,11,16,13,2,87.298
226,22,20,5,15,14,1,87.44200000000001
227,22,20,5,15,14,2,87.412
228,22,10,7,12,15,1,86.614
229,22,10,7,12,15,2,87.806
230,22,6,3,8,16,1,87.547
231,22,12,4,6,17,1,87.568
232,22,7,5,14,18,1,87.621
233,22,21,10,21,19,1,87.807
234,22,16,10,20,20,1,88.325
235,23,13,6,2,1,1,75.19
236,23,13,6,2,1,2,75.11
237,23,13,6,2,1,3,75.787
238,23,8,6,1,2,1,75.717
239,23,8,6,1,2,2,75.404
240,23,8,6,1,2,3,75.815
241,23,1,1,22,3,1,75.582
242,23,1,1,22,3,2,75.322
243,23,1,1,22,3,3,75.839
244,23,5,1,23,4,1,75.295
245,23,5,1,23,4,2,75.389
246,23,5,1,23,4,3,76.16499999999999
247,23,9,2,4,5,1,75.977
248,23,9,2,4,5,2,75.483
249,23,9,2,4,5,3,76.17099999999999
250,23,3,3,7,6,1,75.935
251,23,3,3,7,6,2,75.287
252,23,3,3,7,6,3,76.548
253,23,4,4,5,7,1,76.646
254,23,4,4,5,7,2,75.827
255,23,4,4,5,7,3,76.852
256,23,15,7,11,8,1,76.306
257,23,15,7,11,8,2,75.598
258,23,15,7,11,8,3,77.203
259,23,17,9,10,9,1,76.074
260,23,17,9,10,9,2,75.745
261,23,17,9,10,9,3,77.343
262,23,14,9,9,10,1,76.086
263,23,14,9,9,10,2,75.839
264,23,10,7,12,11,1,76.285
265,23,10,7,12,11,2,75.907
266,23,18,11,16,12,1,76.259
267,23,18,11,16,12,2,76.101
268,23,2,2,3,13,1,76.65
269,23,2,2,3,13,2,76.455
270,23,6,3,8,14,1,76.756
271,23,6,3,8,14,2,76.479
272,23,22,11,17,15,1,76.208
273,23,22,11,17,15,2,76.537
274,23,7,5,14,16,1,76.806
275,23,12,4,6,17,1,76.93299999999999
276,23,20,5,15,18,1,76.955
277,23,16,10,20,19,1,77.225
278,23,21,10,21,20,1,77.82300000000001
279,24,1,1,22,1,1,76.90899999999999
280,24,1,1,22,1,2,77.03399999999999
281,24,1,1,22,1,3,77.886
282,24,9,2,4,2,1,77.471
283,24,9,2,4,2,2,77.679
284,24,9,2,4,2,3,78.498
285,24,8,6,1,3,1,77.301
286,24,8,6,1,3,2,77.364
287,24,8,6,1,3,3,78.735
288,24,4,4,5,4,1,77.41499999999999
289,24,4,4,5,4,2,77.488
290,24,4,4,5,4,3,78.746
291,24,3,3,7,5,1,77.991
292,24,3,3,7,5,2,77.891
293,24,3,3,7,5,3,78.844
294,24,13,6,2,6,1,77.231
295,24,13,6,2,6,2,77.35300000000001
296,24,13,6,2,6,3,79.048
297,24,5,1,23,7,1,77.287
298,24,5,1,23,7,2,77.684
299,24,5,1,23,7,3,79.089
300,24,2,2,3,8,1,78.082
301,24,2,2,3,8,2,77.781
302,24,2,2,3,8,3,79.633
303,24,22,11,17,9,1,78.256
304,24,22,11,17,9,2,78.02
305,24,22,11,17,9,3,80.848
306,24,17,9,10,10,1,77.582
307,24,17,9,10,10,2,77.523
308,24,10,7,12,11,1,78.321
309,24,10,7,12,11,2,78.031
310,24,6,3,8,12,1,77.638
311,24,6,3,8,12,2,78.062
312,24,14,9,9,13,1,78.168
313,24,14,9,9,13,2,78.238
314,24,15,7,11,14,1,78.039
315,24,15,7,11,14,2,78.327
316,24,12,4,6,15,1,78.505
317,24,12,4,6,15,2,78.393
318,24,7,5,14,16,1,78.916
319,24,16,10,20,17,1,79.108
320,24,21,10,21,18,1,79.16499999999999
321,24,18,11,16,19,1,83.565
322,25,8,6,1,1,1,75.133
323,25,8,6,1,1,2,75.161
324,25,8,6,1,1,3,76.449
325,25,13,6,2,2,1,75.024
326,25,13,6,2,2,2,75.041
327,25,13,6,2,2,3,76.49
328,25,1,1,22,3,1,75.634
329,25,1,1,22,3,2,75.293
330,25,1,1,22,3,3,76.693
331,25,4,4,5,4,1,75.754
332,25,4,4,5,4,2,75.483
333,25,4,4,5,4,3,76.84
334,25,15,7,11,5,1,75.521
335,25,15,7,11,5,2,75.362
336,25,15,7,11,5,3,76.92
337,25,5,1,23,6,1,75.965
338,25,5,1,23,6,2,75.639
339,25,5,1,23,6,3,76.944
340,25,9,2,4,7,1,75.687
341,25,9,2,4,7,2,75.723
342,25,9,2,4,7,3,77.037
343,25,17,9,10,8,1,76.02
344,25,17,9,10,8,2,75.488
345,25,17,9,10,8,3,77.233
346,25,14,9,9,9,1,75.80199999999999
347,25,14,9,9,9,2,75.654
348,25,14,9,9,9,3,77.426
349,25,10,7,12,10,1,75.727
350,25,10,7,12,10,2,75.55799999999999
351,25,10,7,12,10,3,77.596
352,25,12,4,6,11,1,75.848
353,25,12,4,6,11,2,75.77
354,25,2,2,3,12,1,76.006
355,25,2,2,3,12,2,75.786
356,25,20,5,15,13,1,75.918
357,25,20,5,15,13,2,75.816
358,25,7,5,14,14,1,76.072
359,25,7,5,14,14,2,76.045
360,25,3,3,7,15,1,76.08500000000001
361,25,3,3,7,15,2,76.235
362,25,6,3,8,16,1,76.243
363,25,18,11,16,17,1,76.306
364,25,22,11,17,18,1,76.33
365,25,21,10,21,19,1,76.971
366,25,16,10,20,20,1,77.053
367,26,5,1,23,1,1,79.957
368,26,5,1,23,1,2,79.59700000000001
369,26,5,1,23,1,3,81.049
370,26,17,9,10,2,1,80.982
371,26,17,9,10,2,2,79.71000000000001
372,26,17,9,10,2,3,81.554
373,26,8,6,1,3,1,80.37
374,26,8,6,1,3,2,79.971
375,26,8,6,1,3,3,81.706
376,26,1,1,22,4,1,80.288
377,26,1,1,22,4,2,79.537
378,26,1,1,22,4,3,81.83500000000001
379,26,2,2,3,5,1,81.02199999999999
380,26,2,2,3,5,2,79.80199999999999
381,26,2,2,3,5,3,81.873
382,26,4,4,5,6,1,80.998
383,26,4,4,5,6,2,79.992
384,26,4,4,5,6,3,82.029
385,26,12,4,6,7,1,80.818
386,26,12,4,6,7,2,80.115
387,26,12,4,6,7,3,82.491
388,26,20,5,15,8,1,80.318
389,26,20,5,15,8,2,80.10900000000001
390,26,20,5,15,8,3,83.251
391,26,13,6,2,9,1,80.676
392,26,13,6,2,9,2,80.086
393,26,13,6,2,9,3,83.305
394,26,9,2,4,10,1,80.444
395,26,9,2,4,10,2,79.788
396,26,14,9,9,11,1,81.224
397,26,14,9,9,11,2,80.174
398,26,10,7,12,12,1,80.893
399,26,10,7,12,12,2,80.274
400,26,7,5,14,13,1,80.584
401,26,7,5,14,13,2,80.531
402,26,15,7,11,14,1,81.145
403,26,15,7,11,14,2,80.601
404,26,6,3,8,15,1,81.407
405,26,6,3,8,15,2,81.112
406,26,22,11,17,16,1,81.512
407,26,18,11,16,17,1,81.631
408,26,3,3,7,18,1,81.668
409,26,16,10,20,19,1,81.786
410,26,21,10,21,20,1,81.885
411,27,1,1,22,1,1,75.218
412,27,1,1,22,1,2,74.603
413,27,1,1,22,1,3,75.666
414,27,13,6,2,2,1,74.92099999999999
415,27,13,6,2,2,2,74.747
416,27,13,6,2,2,3,75.859
417,27,5,1,23,3,1,75.476
418,27,5,1,23,3,2,74.855
419,27,5,1,23,3,3,76.143
420,27,15,7,11,4,1,75.56
421,27,15,7,11,4,2,75.122
422,27,15,7,11,4,3,76.191
423,27,4,4,5,5,1,75.917
424,27,4,4,5,5,2,74.943
425,27,4,4,5,5,3,76.385
426,27,8,6,1,6,1,75.201
427,27,8,6,1,6,2,74.949
428,27,8,6,1,6,3,76.389
429,27,9,2,4,7,1,75.985
430,27,9,2,4,7,2,75.109
431,27,9,2,4,7,3,76.521
432,27,17,9,10,8,1,75.9
433,27,17,9,10,8,2,75.481
434,27,17,9,10,8,3,77.014
435,27,20,5,15,9,1,75.532
436,27,20,5,15,9,2,75.42
437,27,20,5,15,9,3,77.244
438,27,14,9,9,10,1,75.975
439,27,14,9,9,10,2,75.338
440,27,14,9,9,10,3,77.503
441,27,10,7,12,11,1,75.56
442,27,10,7,12,11,2,75.508
443,27,2,2,3,12,1,75.596
444,27,2,2,3,12,2,75.581
445,27,3,3,7,13,1,75.863
446,27,3,3,7,13,2,75.633
447,27,18,11,16,14,1,75.993
448,27,18,11,16,14,2,75.701
449,27,7,5,14,15,1,75.92699999999999
450,27,7,5,14,15,2,75.858
451,27,6,3,8,16,1,76.083
452,27,12,4,6,17,1,76.189
453,27,22,11,17,18,1,76.246
454,27,16,10,20,19,1,76.657
455,27,21,10,21,20,1,76.963
456,28,1,1,22,1,1,79.376
457,28,1,1,22,1,2,79.473
458,28,1,1,22,1,3,80.899
459,28,5,1,23,2,1,79.945
460,28,5,1,23,2,2,79.48
461,28,5,1,23,2,3,81.14
462,28,13,6,2,3,1,79.578
463,28,13,6,2,3,2,79.068
464,28,13,6,2,3,3,81.191
465,28,9,2,4,4,1,80.053
466,28,9,2,4,4,2,79.776
467,28,9,2,4,4,3,81.281
468,28,10,7,12,5,1,79.98
469,28,10,7,12,5,2,79.246
470,28,10,7,12,5,3,81.326
471,28,8,6,1,6,1,80.006
472,28,8,6,1,6,2,79.54599999999999
473,28,8,6,1,6,3,81.51599999999999
474,28,4,4,5,7,1,80.229
475,28,4,4,5,7,2,79.816
476,28,4,4,5,7,3,81.69800000000001
477,28,17,9,10,8,1,80.07300000000001
478,28,17,9,10,8,2,80.04599999999999
479,28,17,9,10,8,3,81.732
480,28,15,7,11,9,1,79.94200000000001
481,28,15,7,11,9,2,79.486
482,28,15,7,11,9,3,81.767
483,28,12,4,6,10,1,80.583
484,28,12,4,6,10,2,80.131
485,28,12,4,6,10,3,82.371
486,28,20,5,15,11,1,80.157
487,28,20,5,15,11,2,80.144
488,28,18,11,16,12,1,80.888
489,28,18,11,16,12,2,80.332
490,28,14,9,9,13,1,80.505
491,28,14,9,9,13,2,80.502
492,28,7,5,14,14,1,80.64
493,28,7,5,14,14,2,80.963
494,28,3,3,7,15,1,80.748
495,28,2,2,3,16,1,81.045
496,28,6,3,8,17,1,81.08500000000001
497,28,22,11,17,18,1,81.332
498,28,21,10,21,19,1,81.67
499,28,16,10,20,20,1,82.113
500,29,13,6,2,1,1,98.176
501,29,13,6,2,1,2,97.85900000000001
502,29,13,6,2,1,3,98.989
503,29,1,1,22,2,1,98.464
504,29,1,1,22,2,2,97.95400000000001
505,29,1,1,22,2,3,99.199
506,29,9,2,4,3,1,98.34700000000001
507,29,9,2,4,3,2,98.05
508,29,9,2,4,3,3,99.392
509,29,8,6,1,4,1,98.703
510,29,8,6,1,4,2,98.229
511,29,8,6,1,4,3,99.488
512,29,5,1,23,5,1,98.656
513,29,5,1,23,5,2,98.12
514,29,5,1,23,5,3,99.937
515,29,20,5,15,6,1,98.14099999999999
516,29,20,5,15,6,2,97.842
517,29,20,5,15,6,3,100.142
518,29,15,7,11,7,1,97.94800000000001
519,29,15,7,11,7,2,97.928
520,29,15,7,11,7,3,100.309
521,29,2,2,3,8,1,98.738
522,29,2,2,3,8,2,97.85900000000001
523,29,2,2,3,8,3,100.631
524,29,3,3,7,9,1,98.595
525,29,3,3,7,9,2,98.336
526,29,3,3,7,9,3,100.721
527,29,7,5,14,10,1,98.622
528,29,7,5,14,10,2,98.417
529,29,7,5,14,10,3,100.75
530,29,6,3,8,11,1,98.667
531,29,6,3,8,11,2,98.428
532,29,4,4,5,12,1,98.268
533,29,4,4,5,12,2,98.435
534,29,10,7,12,13,1,98.532
535,29,10,7,12,13,2,98.499
536,29,17,9,10,14,1,98.559
537,29,17,9,10,14,2,98.515
538,29,12,4,6,15,1,98.787
539,29,12,4,6,15,2,98.744
540,29,18,11,16,16,1,98.88
541,29,14,9,9,17,1,99.235
542,29,21,10,21,18,1,99.268
543,29,22,11,17,19,1,99.811
544,29,16,10,20,20,1,99.943
545,30,1,1,22,1,1,106.887
546,30,1,1,22,1,2,106.088
547,30,1,1,22,1,3,107.338
548,30,13,6,2,2,1,106.87299999999999
549,30,13,6,2,2,2,106.39099999999999
550,30,13,6,2,2,3,107.678
551,30,5,1,23,3,1,106.812
552,30,5,1,23,3,2,106.037
553,30,5,1,23,3,3,107.815
554,30,8,6,1,4,1,106.96000000000001
555,30,8,6,1,4,2,106.298
556,30,8,6,1,4,3,107.99199999999999
557,30,2,2,3,5,1,107.419
558,30,2,2,3,5,2,106.311
559,30,2,2,3,5,3,108.315
560,30,4,4,5,6,1,107.154
561,30,4,4,5,6,2,106.491
562,30,4,4,5,6,3,108.50399999999999
563,30,17,9,10,7,1,107.27000000000001
564,30,17,9,10,7,2,106.814
565,30,17,9,10,7,3,108.73599999999999
566,30,9,2,4,8,1,107.093
567,30,9,2,4,8,2,106.494
568,30,9,2,4,8,3,108.763
569,30,7,5,14,9,1,106.777
570,30,7,5,14,9,2,106.544
571,30,7,5,14,9,3,108.951
572,30,20,5,15,10,1,107.152
573,30,20,5,15,10,2,106.804
574,30,20,5,15,10,3,110.319
575,30,15,7,11,11,1,107.4
576,30,15,7,11,11,2,106.949
577,30,12,4,6,12,1,107.05199999999999
578,30,12,4,6,12,2,106.965
579,30,10,7,12,13,1,107.35900000000001
580,30,10,7,12,13,2,106.995
581,30,14,9,9,14,1,107.132
582,30,14,9,9,14,2,107.018
583,30,3,3,7,15,1,107.503
584,30,3,3,7,15,2,107.429
585,30,22,11,17,16,1,108.15299999999999
586,30,18,11,16,17,1,108.211
587,30,16,10,20,18,1,108.226
588,30,6,3,8,19,1,108.268
589,30,21,10,21,20,1,108.447
590,31,20,5,15,1,1,95.464
591,31,20,5,15,1,2,95.837
592,31,20,5,15,1,3,97.555
593,31,5,1,23,2,1,95.214
594,31,5,1,23,2,2,95.843
595,31,5,1,23,2,3,97.631
596,31,17,9,10,3,1,96.001
597,31,17,9,10,3,2,96.306
598,31,17,9,10,3,3,98.11699999999999
599,31,7,5,14,4,1,95.543
600,31,7,5,14,4,2,96.175
601,31,7,5,14,4,3,98.445
602,31,3,3,7,5,1,95.485
603,31,3,3,7,5,2,95.898
604,31,3,3,7,5,3,98.767
605,31,13,6,2,6,1,95.536
606,31,13,6,2,6,2,96.676
607,31,13,6,2,6,3,98.894
608,31,15,7,11,7,1,95.906
609,31,15,7,11,7,2,96.00800000000001
610,31,15,7,11,7,3,99.152
611,31,4,4,5,8,1,96.297
612,31,4,4,5,8,2,96.518
613,31,4,4,5,8,3,99.751
614,31,10,7,12,9,1,95.737
615,31,10,7,12,9,2,96.525
616,31,10,7,12,9,3,99.787
617,31,2,2,3,10,1,95.709
618,31,2,2,3,10,2,96.626
619,31,2,2,3,10,3,99.906
620,31,9,2,4,11,1,95.553
621,31,9,2,4,11,2,96.697
622,31,21,10,21,12,1,96.28
623,31,21,10,21,12,2,96.69800000000001
624,31,14,9,9,13,1,96.485
625,31,14,9,9,13,2,97.28399999999999
626,31,8,6,1,14,1,95.965
627,31,8,6,1,14,2,97.52199999999999
628,31,1,1,22,15,1,95.394
629,31,1,1,22,15,2,99.265
630,31,22,11,17,16,1,96.50999999999999
631,31,12,4,6,17,1,96.63
632,31,6,3,8,18,1,96.65299999999999
633,31,18,11,16,19,1,97.006
634,31,16,10,20,20,1,97.417
635,32,13,6,2,1,1,104.519
636,32,13,6,2,1,2,104.01400000000001
637,32,13,6,2,1,3,104.801
638,32,1,1,22,2,1,104.501
639,32,1,1,22,2,2,104.932
640,32,1,1,22,2,3,105.465
641,32,8,6,1,3,1,104.282
642,32,8,6,1,3,2,104.232
643,32,8,6,1,3,3,105.61699999999999
644,32,9,2,4,4,1,104.74000000000001
645,32,9,2,4,4,2,104.519
646,32,9,2,4,4,3,105.779
647,32,5,1,23,5,1,104.311
648,32,5,1,23,5,2,104.207
649,32,5,1,23,5,3,105.87299999999999
650,32,2,2,3,6,1,105.548
651,32,2,2,3,6,2,104.52000000000001
652,32,2,2,3,6,3,105.964
653,32,20,5,15,7,1,105.042
654,32,20,5,15,7,2,104.261
655,32,20,5,15,7,3,106.244
656,32,10,7,12,8,1,105.184
657,32,10,7,12,8,2,104.441
658,32,10,7,12,8,3,106.328
659,32,3,3,7,9,1,105.10300000000001
660,32,3,3,7,9,2,104.429
661,32,3,3,7,9,3,106.61099999999999
662,32,6,3,8,10,1,105.12700000000001
663,32,6,3,8,10,2,104.826
664,32,6,3,8,10,3,107.547
665,32,15,7,11,11,1,105.642
666,32,15,7,11,11,2,105.038
667,32,18,11,16,12,1,105.66
668,32,18,11,16,12,2,105.13300000000001
669,32,17,9,10,13,1,105.493
670,32,17,9,10,13,2,105.212
671,32,14,9,9,14,1,106.02799999999999
672,32,14,9,9,14,2,105.298
673,32,4,4,5,15,1,104.971
674,32,12,4,6,16,1,106.037
675,32,7,5,14,17,1,106.38900000000001
676,32,22,11,17,18,1,106.583
677,32,16,10,20,19,1,107.94
678,33,1,1,22,1,1,78.071
679,33,1,1,22,1,2,77.462
680,33,1,1,22,1,3,78.404
681,33,8,6,1,2,1,78.16
682,33,8,6,1,2,2,77.733
683,33,8,6,1,2,3,78.644
684,33,5,1,23,3,1,78.22
685,33,5,1,23,3,2,77.36
686,33,5,1,23,3,3,78.821
687,33,4,4,5,4,1,78.28999999999999
688,33,4,4,5,4,2,77.871
689,33,4,4,5,4,3,78.852
690,33,13,6,2,5,1,78.11
691,33,13,6,2,5,2,77.287
692,33,13,6,2,5,3,78.874
693,33,9,2,4,6,1,78.684
694,33,9,2,4,6,2,77.931
695,33,9,2,4,6,3,78.979
696,33,15,7,11,7,1,78.501
697,33,15,7,11,7,2,77.541
698,33,15,7,11,7,3,79.026
699,33,10,7,12,8,1,77.945
700,33,10,7,12,8,2,77.67
701,33,10,7,12,8,3,79.118
702,33,20,5,15,9,1,78.559
703,33,20,5,15,9,2,77.714
704,33,20,5,15,9,3,79.638
705,33,7,5,14,10,1,78.593
706,33,7,5,14,10,2,78.102
707,33,7,5,14,10,3,80.167
708,33,14,9,9,11,1,78.303
709,33,14,9,9,11,2,78.187
710,33,12,4,6,12,1,78.3
711,33,12,4,6,12,2,78.274
712,33,17,9,10,13,1,78.372
713,33,17,9,10,13,2,78.354
714,33,6,3,8,14,1,78.64
715,33,6,3,8,14,2,78.594
716,33,3,3,7,15,1,78.74
717,33,3,3,7,15,2,78.672
718,33,2,2,3,16,1,78.83500000000001
719,33,22,11,17,17,1,78.882
720,33,18,11,16,18,1,79.1
721,33,16,10,20,19,1,79.163
722,33,21,10,21,20,1,79.91
723,34,1,1,22,1,1,95.566
724,34,1,1,22,1,2,94.947
725,34,1,1,22,1,3,96.303
726,34,8,6,1,2,1,95.983
727,34,8,6,1,2,2,95.35499999999999
728,34,8,6,1,2,3,96.64500000000001
729,34,13,6,2,3,1,95.971
730,34,13,6,2,3,2,95.13499999999999
731,34,13,6,2,3,3,96.88900000000001
732,34,4,4,5,4,1,95.769
733,34,4,4,5,4,2,95.461
734,34,4,4,5,4,3,96.92699999999999
735,34,5,1,23,5,1,95.62299999999999
736,34,5,1,23,5,2,95.21600000000001
737,34,5,1,23,5,3,96.93
738,34,17,9,10,6,1,96.238
739,34,17,9,10,6,2,95.686
740,34,17,9,10,6,3,97.083
741,34,2,2,3,7,1,96.22399999999999
742,34,2,2,3,7,2,95.40299999999999
743,34,2,2,3,7,3,97.201
744,34,20,5,15,8,1,95.75200000000001
745,34,20,5,15,8,2,95.386
746,34,20,5,15,8,3,97.685
747,34,15,7,11,9,1,96.104
748,34,15,7,11,9,2,95.715
