year,round,race_name,driver_name,driver_id,race_id,stint,stint_comp,stint_length,stint_id
2014,1,Australian Grand Prix,Nico Rosberg,3,900,1,Soft,12,1
2014,1,Australian Grand Prix,Nico Rosberg,3,900,2,Soft,26,2
2014,1,Australian Grand Prix,Nico Rosberg,3,900,3,Medium,19,3
2014,1,Australian Grand Prix,Kevin Magnussen,825,900,1,Soft,12,4
2014,1,Australian Grand Prix,Kevin Magnussen,825,900,2,Soft,25,5
2014,1,Australian Grand Prix,Kevin Magnussen,825,900,3,Medium,20,6
2014,1,Australian Grand Prix,Jenson Button,18,900,1,Soft,11,7
2014,1,Australian Grand Prix,Jenson Button,18,900,2,Soft,21,8
2014,1,Australian Grand Prix,Jenson Button,18,900,3,Medium,25,9
2014,1,Australian Grand Prix,Fernando Alonso,4,900,1,Soft,12,10
2014,1,Australian Grand Prix,Fernando Alonso,4,900,2,Soft,23,11
2014,1,Australian Grand Prix,Fernando Alonso,4,900,3,Medium,22,12
2014,1,Australian Grand Prix,Valtteri Bottas,822,900,1,Soft,10,13
2014,1,Australian Grand Prix,Valtteri Bottas,822,900,2,Soft,26,14
2014,1,Australian Grand Prix,Valtteri Bottas,822,900,3,Medium,21,15
2014,1,Australian Grand Prix,Nico Hulkenberg,807,900,1,Soft,12,16
2014,1,Australian Grand Prix,Nico Hulkenberg,807,900,2,Soft,21,17
2014,1,Australian Grand Prix,Nico Hulkenberg,807,900,3,Medium,24,18
2014,1,Australian Grand Prix,Kimi Raikkonen,8,900,1,Soft,12,19
2014,1,Australian Grand Prix,Kimi Raikkonen,8,900,2,Soft,24,20
2014,1,Australian Grand Prix,Kimi Raikkonen,8,900,3,Medium,21,21
2014,1,Australian Grand Prix,Jean-Eric Vergne,818,900,1,Soft,12,22
2014,1,Australian Grand Prix,Jean-Eric Vergne,818,900,2,Soft,21,23
2014,1,Australian Grand Prix,Jean-Eric Vergne,818,900,3,Medium,24,24
2014,1,Australian Grand Prix,Daniil Kvyat,826,900,1,Soft,12,25
2014,1,Australian Grand Prix,Daniil Kvyat,826,900,2,Medium,24,26
2014,1,Australian Grand Prix,Daniil Kvyat,826,900,3,Soft,21,27
2014,1,Australian Grand Prix,Sergio Perez,815,900,1,Soft,1,28
2014,1,Australian Grand Prix,Sergio Perez,815,900,2,Medium,10,29
2014,1,Australian Grand Prix,Sergio Perez,815,900,3,Soft,21,30
2014,1,Australian Grand Prix,Sergio Perez,815,900,4,Soft,25,31
2014,1,Australian Grand Prix,Adrian Sutil,16,900,1,Soft,35,32
2014,1,Australian Grand Prix,Adrian Sutil,16,900,2,Medium,21,33
2014,1,Australian Grand Prix,Esteban Gutierrez,821,900,1,Medium,1,34
2014,1,Australian Grand Prix,Esteban Gutierrez,821,900,2,Soft,29,35
2014,1,Australian Grand Prix,Esteban Gutierrez,821,900,3,Soft,26,36
2014,1,Australian Grand Prix,Max Chilton,820,900,1,Soft,24,37
2014,1,Australian Grand Prix,Max Chilton,820,900,2,Soft,17,38
2014,1,Australian Grand Prix,Max Chilton,820,900,3,Medium,14,39
2014,1,Australian Grand Prix,Jules Bianchi,824,900,1,Soft,20,40
2014,1,Australian Grand Prix,Jules Bianchi,824,900,2,Soft,15,41
2014,1,Australian Grand Prix,Jules Bianchi,824,900,3,Medium,14,42
2014,1,Australian Grand Prix,Romain Grosjean,154,900,1,Soft,28,43
2014,1,Australian Grand Prix,Romain Grosjean,154,900,2,Soft,15,44
2014,1,Australian Grand Prix,Pastor Maldonado,813,900,1,Soft,29,45
2014,1,Australian Grand Prix,Pastor Maldonado,813,900,2,Soft,1,46
2014,1,Australian Grand Prix,Marcus Ericsson,828,900,1,Soft,23,47
2014,1,Australian Grand Prix,Marcus Ericsson,828,900,2,Soft,4,48
2014,1,Australian Grand Prix,Sebastian Vettel,20,900,1,Medium,3,49
2014,1,Australian Grand Prix,Lewis Hamilton,1,900,1,Soft,1,50
2014,1,Australian Grand Prix,Felipe Massa,13,900,1,Soft,1,51
2014,1,Australian Grand Prix,Kamui Kobayashi,155,900,1,Soft,1,52
2014,1,Australian Grand Prix,Daniel Ricciardo,817,900,1,Soft,12,53
2014,1,Australian Grand Prix,Daniel Ricciardo,817,900,2,Soft,24,54
2014,1,Australian Grand Prix,Daniel Ricciardo,817,900,3,Medium,21,55
2014,2,Malaysian Grand Prix,Lewis Hamilton,1,901,1,Medium,15,56
2014,2,Malaysian Grand Prix,Lewis Hamilton,1,901,2,Medium,18,57
2014,2,Malaysian Grand Prix,Lewis Hamilton,1,901,3,Medium,18,58
2014,2,Malaysian Grand Prix,Lewis Hamilton,1,901,4,Hard,5,59
2014,2,Malaysian Grand Prix,Nico Rosberg,3,901,1,Medium,14,60
2014,2,Malaysian Grand Prix,Nico Rosberg,3,901,2,Medium,18,61
2014,2,Malaysian Grand Prix,Nico Rosberg,3,901,3,Medium,18,62
2014,2,Malaysian Grand Prix,Nico Rosberg,3,901,4,Hard,6,63
2014,2,Malaysian Grand Prix,Sebastian Vettel,20,901,1,Medium,13,64
2014,2,Malaysian Grand Prix,Sebastian Vettel,20,901,2,Medium,18,65
2014,2,Malaysian Grand Prix,Sebastian Vettel,20,901,3,Medium,18,66
2014,2,Malaysian Grand Prix,Sebastian Vettel,20,901,4,Hard,7,67
2014,2,Malaysian Grand Prix,Fernando Alonso,4,901,1,Medium,11,68
2014,2,Malaysian Grand Prix,Fernando Alonso,4,901,2,Medium,16,69
2014,2,Malaysian Grand Prix,Fernando Alonso,4,901,3,Hard,15,70
2014,2,Malaysian Grand Prix,Fernando Alonso,4,901,4,Medium,14,71
2014,2,Malaysian Grand Prix,Nico Hulkenberg,807,901,1,Medium,16,72
2014,2,Malaysian Grand Prix,Nico Hulkenberg,807,901,2,Medium,18,73
2014,2,Malaysian Grand Prix,Nico Hulkenberg,807,901,3,Hard,22,74
2014,2,Malaysian Grand Prix,Jenson Button,18,901,1,Medium,13,75
2014,2,Malaysian Grand Prix,Jenson Button,18,901,2,Medium,12,76
2014,2,Malaysian Grand Prix,Jenson Button,18,901,3,Medium,14,77
2014,2,Malaysian Grand Prix,Jenson Button,18,901,4,Hard,17,78
2014,2,Malaysian Grand Prix,Felipe Massa,13,901,1,Medium,12,79
2014,2,Malaysian Grand Prix,Felipe Massa,13,901,2,Medium,15,80
2014,2,Malaysian Grand Prix,Felipe Massa,13,901,3,Medium,15,81
2014,2,Malaysian Grand Prix,Felipe Massa,13,901,4,Hard,14,82
2014,2,Malaysian Grand Prix,Valtteri Bottas,822,901,1,Medium,14,83
2014,2,Malaysian Grand Prix,Valtteri Bottas,822,901,2,Medium,15,84
2014,2,Malaysian Grand Prix,Valtteri Bottas,822,901,3,Medium,15,85
2014,2,Malaysian Grand Prix,Valtteri Bottas,822,901,4,Hard,12,86
2014,2,Malaysian Grand Prix,Kevin Magnussen,825,901,1,Medium,9,87
2014,2,Malaysian Grand Prix,Kevin Magnussen,825,901,2,Medium,15,88
2014,2,Malaysian Grand Prix,Kevin Magnussen,825,901,3,Medium,15,89
2014,2,Malaysian Grand Prix,Kevin Magnussen,825,901,4,Hard,16,90
2014,2,Malaysian Grand Prix,Daniil Kvyat,826,901,1,Medium,10,91
2014,2,Malaysian Grand Prix,Daniil Kvyat,826,901,2,Medium,12,92
2014,2,Malaysian Grand Prix,Daniil Kvyat,826,901,3,Hard,12,93
2014,2,Malaysian Grand Prix,Daniil Kvyat,826,901,4,Medium,21,94
2014,2,Malaysian Grand Prix,Romain Grosjean,154,901,1,Medium,12,95
2014,2,Malaysian Grand Prix,Romain Grosjean,154,901,2,Medium,13,96
2014,2,Malaysian Grand Prix,Romain Grosjean,154,901,3,Medium,15,97
2014,2,Malaysian Grand Prix,Romain Grosjean,154,901,4,Hard,15,98
2014,2,Malaysian Grand Prix,Kimi Raikkonen,8,901,1,Medium,2,99
2014,2,Malaysian Grand Prix,Kimi Raikkonen,8,901,2,Medium,16,100
2014,2,Malaysian Grand Prix,Kimi Raikkonen,8,901,3,Hard,16,101
2014,2,Malaysian Grand Prix,Kimi Raikkonen,8,901,4,Medium,21,102
2014,2,Malaysian Grand Prix,Kamui Kobayashi,155,901,1,Medium,15,103
2014,2,Malaysian Grand Prix,Kamui Kobayashi,155,901,2,Medium,16,104
2014,2,Malaysian Grand Prix,Kamui Kobayashi,155,901,3,Hard,24,105
2014,2,Malaysian Grand Prix,Marcus Ericsson,828,901,1,Medium,11,106
2014,2,Malaysian Grand Prix,Marcus Ericsson,828,901,2,Medium,15,107
2014,2,Malaysian Grand Prix,Marcus Ericsson,828,901,3,Medium,12,108
2014,2,Malaysian Grand Prix,Marcus Ericsson,828,901,4,Hard,16,109
2014,2,Malaysian Grand Prix,Max Chilton,820,901,1,Medium,10,110
2014,2,Malaysian Grand Prix,Max Chilton,820,901,2,Medium,17,111
2014,2,Malaysian Grand Prix,Max Chilton,820,901,3,Medium,14,112
2014,2,Malaysian Grand Prix,Max Chilton,820,901,4,Hard,13,113
2014,2,Malaysian Grand Prix,Daniel Ricciardo,817,901,1,Medium,12,114
2014,2,Malaysian Grand Prix,Daniel Ricciardo,817,901,2,Medium,16,115
2014,2,Malaysian Grand Prix,Daniel Ricciardo,817,901,3,Hard,12,116
2014,2,Malaysian Grand Prix,Daniel Ricciardo,817,901,4,Medium,2,117
2014,2,Malaysian Grand Prix,Daniel Ricciardo,817,901,5,Hard,2,118
2014,2,Malaysian Grand Prix,Daniel Ricciardo,817,901,6,Hard,5,119
2014,2,Malaysian Grand Prix,Esteban Gutierrez,821,901,1,Medium,10,120
2014,2,Malaysian Grand Prix,Esteban Gutierrez,821,901,2,Medium,13,121
2014,2,Malaysian Grand Prix,Esteban Gutierrez,821,901,3,Hard,12,122
2014,2,Malaysian Grand Prix,Adrian Sutil,16,901,1,Medium,11,123
2014,2,Malaysian Grand Prix,Adrian Sutil,16,901,2,Hard,13,124
2014,2,Malaysian Grand Prix,Adrian Sutil,16,901,3,Hard,8,125
2014,2,Malaysian Grand Prix,Jean-Eric Vergne,818,901,1,Medium,2,126
2014,2,Malaysian Grand Prix,Jean-Eric Vergne,818,901,2,Hard,15,127
2014,2,Malaysian Grand Prix,Jean-Eric Vergne,818,901,3,Medium,1,128
2014,2,Malaysian Grand Prix,Jules Bianchi,824,901,1,Medium,1,129
2014,2,Malaysian Grand Prix,Jules Bianchi,824,901,2,Medium,7,130
2014,2,Malaysian Grand Prix,Pastor Maldonado,813,901,1,Medium,7,131
2014,2,Malaysian Grand Prix,Sergio Perez,815,901,1,Hard,1,132
2014,3,Bahrain Grand Prix,Lewis Hamilton,1,902,1,Soft,19,133
2014,3,Bahrain Grand Prix,Lewis Hamilton,1,902,2,Soft,22,134
2014,3,Bahrain Grand Prix,Lewis Hamilton,1,902,3,Medium,16,135
2014,3,Bahrain Grand Prix,Nico Rosberg,3,902,1,Soft,21,136
2014,3,Bahrain Grand Prix,Nico Rosberg,3,902,2,Medium,20,137
2014,3,Bahrain Grand Prix,Nico Rosberg,3,902,3,Soft,16,138
2014,3,Bahrain Grand Prix,Sergio Perez,815,902,1,Soft,16,139
2014,3,Bahrain Grand Prix,Sergio Perez,815,902,2,Soft,18,140
2014,3,Bahrain Grand Prix,Sergio Perez,815,902,3,Medium,23,141
2014,3,Bahrain Grand Prix,Daniel Ricciardo,817,902,1,Soft,18,142
2014,3,Bahrain Grand Prix,Daniel Ricciardo,817,902,2,Medium,17,143
2014,3,Bahrain Grand Prix,Daniel Ricciardo,817,902,3,Soft,22,144
2014,3,Bahrain Grand Prix,Nico Hulkenberg,807,902,1,Soft,15,145
2014,3,Bahrain Grand Prix,Nico Hulkenberg,807,902,2,Soft,20,146
2014,3,Bahrain Grand Prix,Nico Hulkenberg,807,902,3,Medium,22,147
2014,3,Bahrain Grand Prix,Sebastian Vettel,20,902,1,Medium,16,148
2014,3,Bahrain Grand Prix,Sebastian Vettel,20,902,2,Soft,18,149
2014,3,Bahrain Grand Prix,Sebastian Vettel,20,902,3,Soft,23,150
2014,3,Bahrain Grand Prix,Felipe Massa,13,902,1,Soft,13,151
2014,3,Bahrain Grand Prix,Felipe Massa,13,902,2,Soft,15,152
2014,3,Bahrain Grand Prix,Felipe Massa,13,902,3,Soft,10,153
2014,3,Bahrain Grand Prix,Felipe Massa,13,902,4,Medium,19,154
2014,3,Bahrain Grand Prix,Valtteri Bottas,822,902,1,Soft,10,155
2014,3,Bahrain Grand Prix,Valtteri Bottas,822,902,2,Soft,15,156
2014,3,Bahrain Grand Prix,Valtteri Bottas,822,902,3,Soft,15,157
2014,3,Bahrain Grand Prix,Valtteri Bottas,822,902,4,Medium,17,158
2014,3,Bahrain Grand Prix,Fernando Alonso,4,902,1,Soft,12,159
2014,3,Bahrain Grand Prix,Fernando Alonso,4,902,2,Soft,16,160
2014,3,Bahrain Grand Prix,Fernando Alonso,4,902,3,Medium,13,161
2014,3,Bahrain Grand Prix,Fernando Alonso,4,902,4,Medium,16,162
2014,3,Bahrain Grand Prix,Kimi Raikkonen,8,902,1,Soft,13,163
2014,3,Bahrain Grand Prix,Kimi Raikkonen,8,902,2,Soft,20,164
2014,3,Bahrain Grand Prix,Kimi Raikkonen,8,902,3,Medium,8,165
2014,3,Bahrain Grand Prix,Kimi Raikkonen,8,902,4,Medium,16,166
2014,3,Bahrain Grand Prix,Daniil Kvyat,826,902,1,Soft,10,167
2014,3,Bahrain Grand Prix,Daniil Kvyat,826,902,2,Soft,14,168
2014,3,Bahrain Grand Prix,Daniil Kvyat,826,902,3,Medium,15,169
2014,3,Bahrain Grand Prix,Daniil Kvyat,826,902,4,Soft,18,170
2014,3,Bahrain Grand Prix,Romain Grosjean,154,902,1,Soft,13,171
2014,3,Bahrain Grand Prix,Romain Grosjean,154,902,2,Soft,15,172
2014,3,Bahrain Grand Prix,Romain Grosjean,154,902,3,Medium,9,173
2014,3,Bahrain Grand Prix,Romain Grosjean,154,902,4,Soft,20,174
2014,3,Bahrain Grand Prix,Max Chilton,820,902,1,Soft,11,175
2014,3,Bahrain Grand Prix,Max Chilton,820,902,2,Soft,17,176
2014,3,Bahrain Grand Prix,Max Chilton,820,902,3,Medium,12,177
2014,3,Bahrain Grand Prix,Max Chilton,820,902,4,Soft,17,178
2014,3,Bahrain Grand Prix,Pastor Maldonado,813,902,1,Soft,19,179
2014,3,Bahrain Grand Prix,Pastor Maldonado,813,902,2,Soft,20,180
2014,3,Bahrain Grand Prix,Pastor Maldonado,813,902,3,Medium,1,181
2014,3,Bahrain Grand Prix,Pastor Maldonado,813,902,4,Soft,17,182
2014,3,Bahrain Grand Prix,Kamui Kobayashi,155,902,1,Soft,15,183
2014,3,Bahrain Grand Prix,Kamui Kobayashi,155,902,2,Soft,20,184
2014,3,Bahrain Grand Prix,Kamui Kobayashi,155,902,3,Medium,22,185
2014,3,Bahrain Grand Prix,Jules Bianchi,824,902,1,Soft,10,186
2014,3,Bahrain Grand Prix,Jules Bianchi,824,902,2,Soft,3,187
2014,3,Bahrain Grand Prix,Jules Bianchi,824,902,3,Medium,18,188
2014,3,Bahrain Grand Prix,Jules Bianchi,824,902,4,Soft,9,189
2014,3,Bahrain Grand Prix,Jules Bianchi,824,902,5,Medium,16,190
2014,3,Bahrain Grand Prix,Jenson Button,18,902,1,Soft,17,191
2014,3,Bahrain Grand Prix,Jenson Button,18,902,2,Soft,18,192
2014,3,Bahrain Grand Prix,Jenson Button,18,902,3,Medium,20,193
2014,3,Bahrain Grand Prix,Kevin Magnussen,825,902,1,Soft,14,194
2014,3,Bahrain Grand Prix,Kevin Magnussen,825,902,2,Soft,11,195
2014,3,Bahrain Grand Prix,Kevin Magnussen,825,902,3,Soft,13,196
2014,3,Bahrain Grand Prix,Kevin Magnussen,825,902,4,Medium,2,197
2014,3,Bahrain Grand Prix,Esteban Gutierrez,821,902,1,Soft,12,198
2014,3,Bahrain Grand Prix,Esteban Gutierrez,821,902,2,Soft,15,199
2014,3,Bahrain Grand Prix,Esteban Gutierrez,821,902,3,Soft,12,200
2014,3,Bahrain Grand Prix,Marcus Ericsson,828,902,1,Soft,11,201
2014,3,Bahrain Grand Prix,Marcus Ericsson,828,902,2,Soft,15,202
2014,3,Bahrain Grand Prix,Marcus Ericsson,828,902,3,Soft,7,203
2014,3,Bahrain Grand Prix,Jean-Eric Vergne,818,902,1,Soft,1,204
2014,3,Bahrain Grand Prix,Jean-Eric Vergne,818,902,2,Medium,13,205
2014,3,Bahrain Grand Prix,Jean-Eric Vergne,818,902,3,Soft,4,206
2014,3,Bahrain Grand Prix,Adrian Sutil,16,902,1,Medium,7,207
2014,3,Bahrain Grand Prix,Adrian Sutil,16,902,2,Soft,6,208
2014,3,Bahrain Grand Prix,Adrian Sutil,16,902,3,Soft,4,209
2014,4,Chinese Grand Prix,Lewis Hamilton,1,903,1,Soft,17,210
2014,4,Chinese Grand Prix,Lewis Hamilton,1,903,2,Medium,21,211
2014,4,Chinese Grand Prix,Lewis Hamilton,1,903,3,Medium,16,212
2014,4,Chinese Grand Prix,Nico Rosberg,3,903,1,Soft,13,213
2014,4,Chinese Grand Prix,Nico Rosberg,3,903,2,Medium,24,214
2014,4,Chinese Grand Prix,Nico Rosberg,3,903,3,Medium,17,215
2014,4,Chinese Grand Prix,Fernando Alonso,4,903,1,Soft,11,216
2014,4,Chinese Grand Prix,Fernando Alonso,4,903,2,Medium,22,217
2014,4,Chinese Grand Prix,Fernando Alonso,4,903,3,Medium,21,218
2014,4,Chinese Grand Prix,Daniel Ricciardo,817,903,1,Soft,15,219
2014,4,Chinese Grand Prix,Daniel Ricciardo,817,903,2,Medium,22,220
2014,4,Chinese Grand Prix,Daniel Ricciardo,817,903,3,Medium,17,221
2014,4,Chinese Grand Prix,Sebastian Vettel,20,903,1,Soft,12,222
2014,4,Chinese Grand Prix,Sebastian Vettel,20,903,2,Medium,22,223
2014,4,Chinese Grand Prix,Sebastian Vettel,20,903,3,Medium,20,224
2014,4,Chinese Grand Prix,Nico Hulkenberg,807,903,1,Soft,11,225
2014,4,Chinese Grand Prix,Nico Hulkenberg,807,903,2,Medium,20,226
2014,4,Chinese Grand Prix,Nico Hulkenberg,807,903,3,Medium,23,227
2014,4,Chinese Grand Prix,Valtteri Bottas,822,903,1,Soft,12,228
2014,4,Chinese Grand Prix,Valtteri Bottas,822,903,2,Medium,19,229
2014,4,Chinese Grand Prix,Valtteri Bottas,822,903,3,Medium,23,230
2014,4,Chinese Grand Prix,Kimi Raikkonen,8,903,1,Soft,10,231
2014,4,Chinese Grand Prix,Kimi Raikkonen,8,903,2,Medium,21,232
2014,4,Chinese Grand Prix,Kimi Raikkonen,8,903,3,Medium,23,233
2014,4,Chinese Grand Prix,Sergio Perez,815,903,1,Soft,10,234
2014,4,Chinese Grand Prix,Sergio Perez,815,903,2,Medium,20,235
2014,4,Chinese Grand Prix,Sergio Perez,815,903,3,Medium,24,236
2014,4,Chinese Grand Prix,Daniil Kvyat,826,903,1,Soft,14,237
2014,4,Chinese Grand Prix,Daniil Kvyat,826,903,2,Medium,17,238
2014,4,Chinese Grand Prix,Daniil Kvyat,826,903,3,Medium,22,239
2014,4,Chinese Grand Prix,Jenson Button,18,903,1,Soft,7,240
2014,4,Chinese Grand Prix,Jenson Button,18,903,2,Medium,21,241
2014,4,Chinese Grand Prix,Jenson Button,18,903,3,Medium,25,242
2014,4,Chinese Grand Prix,Jean-Eric Vergne,818,903,1,Soft,15,243
2014,4,Chinese Grand Prix,Jean-Eric Vergne,818,903,2,Soft,17,244
2014,4,Chinese Grand Prix,Jean-Eric Vergne,818,903,3,Medium,21,245
2014,4,Chinese Grand Prix,Kevin Magnussen,825,903,1,Medium,17,246
2014,4,Chinese Grand Prix,Kevin Magnussen,825,903,2,Soft,14,247
2014,4,Chinese Grand Prix,Kevin Magnussen,825,903,3,Medium,22,248
2014,4,Chinese Grand Prix,Pastor Maldonado,813,903,1,Soft,11,249
2014,4,Chinese Grand Prix,Pastor Maldonado,813,903,2,Medium,21,250
2014,4,Chinese Grand Prix,Pastor Maldonado,813,903,3,Medium,21,251
2014,4,Chinese Grand Prix,Felipe Massa,13,903,1,Soft,10,252
2014,4,Chinese Grand Prix,Felipe Massa,13,903,2,Medium,21,253
2014,4,Chinese Grand Prix,Felipe Massa,13,903,3,Medium,22,254
2014,4,Chinese Grand Prix,Esteban Gutierrez,821,903,1,Soft,14,255
2014,4,Chinese Grand Prix,Esteban Gutierrez,821,903,2,Medium,13,256
2014,4,Chinese Grand Prix,Esteban Gutierrez,821,903,3,Medium,13,257
2014,4,Chinese Grand Prix,Esteban Gutierrez,821,903,4,Soft,13,258
2014,4,Chinese Grand Prix,Jules Bianchi,824,903,1,Soft,11,259
2014,4,Chinese Grand Prix,Jules Bianchi,824,903,2,Medium,17,260
2014,4,Chinese Grand Prix,Jules Bianchi,824,903,3,Medium,25,261
2014,4,Chinese Grand Prix,Kamui Kobayashi,155,903,1,Soft,11,262
2014,4,Chinese Grand Prix,Kamui Kobayashi,155,903,2,Medium,19,263
2014,4,Chinese Grand Prix,Kamui Kobayashi,155,903,3,Soft,10,264
2014,4,Chinese Grand Prix,Kamui Kobayashi,155,903,4,Soft,13,265
2014,4,Chinese Grand Prix,Max Chilton,820,903,1,Soft,12,266
2014,4,Chinese Grand Prix,Max Chilton,820,903,2,Medium,20,267
2014,4,Chinese Grand Prix,Max Chilton,820,903,3,Medium,16,268
2014,4,Chinese Grand Prix,Max Chilton,820,903,4,Soft,4,269
2014,4,Chinese Grand Prix,Marcus Ericsson,828,903,1,Soft,10,270
2014,4,Chinese Grand Prix,Marcus Ericsson,828,903,2,Medium,17,271
2014,4,Chinese Grand Prix,Marcus Ericsson,828,903,3,Soft,15,272
2014,4,Chinese Grand Prix,Marcus Ericsson,828,903,4,Soft,10,273
2014,4,Chinese Grand Prix,Romain Grosjean,154,903,1,Soft,9,274
2014,4,Chinese Grand Prix,Romain Grosjean,154,903,2,Medium,19,275
2014,4,Chinese Grand Prix,Adrian Sutil,16,903,1,Soft,5,276
2014,5,Spanish Grand Prix,Lewis Hamilton,1,904,1,Medium,18,277
2014,5,Spanish Grand Prix,Lewis Hamilton,1,904,2,Medium,25,278
2014,5,Spanish Grand Prix,Lewis Hamilton,1,904,3,Hard,23,279
2014,5,Spanish Grand Prix,Nico Rosberg,3,904,1,Medium,21,280
2014,5,Spanish Grand Prix,Nico Rosberg,3,904,2,Hard,24,281
2014,5,Spanish Grand Prix,Nico Rosberg,3,904,3,Medium,21,282
2014,5,Spanish Grand Prix,Daniel Ricciardo,817,904,1,Medium,14,283
2014,5,Spanish Grand Prix,Daniel Ricciardo,817,904,2,Medium,31,284
2014,5,Spanish Grand Prix,Daniel Ricciardo,817,904,3,Hard,21,285
2014,5,Spanish Grand Prix,Sebastian Vettel,20,904,1,Medium,12,286
2014,5,Spanish Grand Prix,Sebastian Vettel,20,904,2,Hard,21,287
2014,5,Spanish Grand Prix,Sebastian Vettel,20,904,3,Medium,19,288
2014,5,Spanish Grand Prix,Sebastian Vettel,20,904,4,Medium,14,289
2014,5,Spanish Grand Prix,Valtteri Bottas,822,904,1,Medium,20,290
2014,5,Spanish Grand Prix,Valtteri Bottas,822,904,2,Medium,25,291
2014,5,Spanish Grand Prix,Valtteri Bottas,822,904,3,Hard,21,292
2014,5,Spanish Grand Prix,Fernando Alonso,4,904,1,Medium,16,293
2014,5,Spanish Grand Prix,Fernando Alonso,4,904,2,Medium,19,294
2014,5,Spanish Grand Prix,Fernando Alonso,4,904,3,Hard,18,295
2014,5,Spanish Grand Prix,Fernando Alonso,4,904,4,Medium,13,296
2014,5,Spanish Grand Prix,Kimi Raikkonen,8,904,1,Medium,17,297
2014,5,Spanish Grand Prix,Kimi Raikkonen,8,904,2,Medium,26,298
2014,5,Spanish Grand Prix,Kimi Raikkonen,8,904,3,Hard,22,299
2014,5,Spanish Grand Prix,Romain Grosjean,154,904,1,Medium,15,300
2014,5,Spanish Grand Prix,Romain Grosjean,154,904,2,Medium,19,301
2014,5,Spanish Grand Prix,Romain Grosjean,154,904,3,Hard,31,302
2014,5,Spanish Grand Prix,Sergio Perez,815,904,1,Medium,18,303
2014,5,Spanish Grand Prix,Sergio Perez,815,904,2,Hard,19,304
2014,5,Spanish Grand Prix,Sergio Perez,815,904,3,Medium,28,305
2014,5,Spanish Grand Prix,Nico Hulkenberg,807,904,1,Medium,17,306
2014,5,Spanish Grand Prix,Nico Hulkenberg,807,904,2,Medium,19,307
2014,5,Spanish Grand Prix,Nico Hulkenberg,807,904,3,Hard,29,308
2014,5,Spanish Grand Prix,Jenson Button,18,904,1,Medium,17,309
2014,5,Spanish Grand Prix,Jenson Button,18,904,2,Medium,19,310
2014,5,Spanish Grand Prix,Jenson Button,18,904,3,Hard,29,311
2014,5,Spanish Grand Prix,Kevin Magnussen,825,904,1,Medium,19,312
2014,5,Spanish Grand Prix,Kevin Magnussen,825,904,2,Medium,22,313
2014,5,Spanish Grand Prix,Kevin Magnussen,825,904,3,Hard,24,314
2014,5,Spanish Grand Prix,Felipe Massa,13,904,1,Medium,15,315
2014,5,Spanish Grand Prix,Felipe Massa,13,904,2,Medium,13,316
2014,5,Spanish Grand Prix,Felipe Massa,13,904,3,Hard,18,317
2014,5,Spanish Grand Prix,Felipe Massa,13,904,4,Hard,19,318
2014,5,Spanish Grand Prix,Daniil Kvyat,826,904,1,Medium,18,319
2014,5,Spanish Grand Prix,Daniil Kvyat,826,904,2,Medium,18,320
2014,5,Spanish Grand Prix,Daniil Kvyat,826,904,3,Hard,17,321
2014,5,Spanish Grand Prix,Daniil Kvyat,826,904,4,Medium,12,322
2014,5,Spanish Grand Prix,Pastor Maldonado,813,904,1,Medium,15,323
2014,5,Spanish Grand Prix,Pastor Maldonado,813,904,2,Medium,22,324
2014,5,Spanish Grand Prix,Pastor Maldonado,813,904,3,Hard,28,325
2014,5,Spanish Grand Prix,Esteban Gutierrez,821,904,1,Medium,18,326
2014,5,Spanish Grand Prix,Esteban Gutierrez,821,904,2,Medium,18,327
2014,5,Spanish Grand Prix,Esteban Gutierrez,821,904,3,Hard,16,328
2014,5,Spanish Grand Prix,Esteban Gutierrez,821,904,4,Medium,13,329
2014,5,Spanish Grand Prix,Adrian Sutil,16,904,1,Medium,17,330
2014,5,Spanish Grand Prix,Adrian Sutil,16,904,2,Medium,18,331
2014,5,Spanish Grand Prix,Adrian Sutil,16,904,3,Hard,30,332
2014,5,Spanish Grand Prix,Jules Bianchi,824,904,1,Medium,21,333
2014,5,Spanish Grand Prix,Jules Bianchi,824,904,2,Medium,20,334
2014,5,Spanish Grand Prix,Jules Bianchi,824,904,3,Hard,23,335
2014,5,Spanish Grand Prix,Max Chilton,820,904,1,Medium,17,336
2014,5,Spanish Grand Prix,Max Chilton,820,904,2,Medium,14,337
2014,5,Spanish Grand Prix,Max Chilton,820,904,3,Medium,11,338
2014,5,Spanish Grand Prix,Max Chilton,820,904,4,Hard,22,339
2014,5,Spanish Grand Prix,Marcus Ericsson,828,904,1,Medium,18,340
2014,5,Spanish Grand Prix,Marcus Ericsson,828,904,2,Medium,22,341
2014,5,Spanish Grand Prix,Marcus Ericsson,828,904,3,Hard,24,342
2014,5,Spanish Grand Prix,Kamui Kobayashi,155,904,1,Medium,23,343
2014,5,Spanish Grand Prix,Kamui Kobayashi,155,904,2,Medium,11,344
2014,5,Spanish Grand Prix,Jean-Eric Vergne,818,904,1,Hard,16,345
2014,5,Spanish Grand Prix,Jean-Eric Vergne,818,904,2,Medium,8,346
2014,6,Monaco Grand Prix,Nico Rosberg,3,905,1,Super soft,26,347
2014,6,Monaco Grand Prix,Nico Rosberg,3,905,2,Soft,52,348
2014,6,Monaco Grand Prix,Lewis Hamilton,1,905,1,Super soft,26,349
